#chrom	start	end	tmp/bam/control.bam_cov	tmp/bam/deleted.bam_cov	tmp/bam/inverted.bam_cov	tmp/bam/control.bam_count	tmp/bam/deleted.bam_count	tmp/bam/inverted.bam_count
chr01	8450000	8460000	151702	153293	156071	1028	1039	1057
chr01	8460000	8470000	148314	173162	152372	1001	1171	1036
chr01	8470000	8480000	137670	149730	161885	934	1012	1096
chr01	8480000	8490000	162344	153934	158923	1096	1043	1075
chr01	8490000	8500000	150931	153662	139643	1024	1044	945
chr01	8500000	8510000	133979	155158	146629	904	1052	994
chr01	8510000	8520000	143118	160438	150803	968	1086	1024
chr01	8520000	8530000	147269	154135	154473	996	1047	1043
chr01	8530000	8540000	145208	151602	138881	985	1023	940
chr01	8540000	8550000	144292	146863	153253	975	998	1039
chr01	8550000	8560000	131982	156763	142454	895	1061	964
chr01	8560000	8570000	154483	145808	146229	1045	988	986
chr01	8570000	8580000	162014	162634	147970	1097	1098	999
chr01	8580000	8590000	149742	148770	149926	1016	1007	1010
chr01	8590000	8600000	148168	150406	138103	1004	1013	932
chr01	8600000	8610000	147919	153932	147895	1002	1042	998
chr01	8610000	8620000	145542	152088	151089	986	1030	1019
chr01	8620000	8630000	147965	155047	141375	1000	1053	960
chr01	8630000	8640000	153064	156466	159540	1035	1061	1082
chr01	8640000	8650000	151576	150592	146329	1023	1025	989
chr01	8650000	8660000	140474	149185	157474	950	1007	1069
chr01	8660000	8670000	150837	148112	138768	1017	998	940
chr01	8670000	8680000	157575	150176	144109	1063	1016	973
chr01	8680000	8690000	150217	145504	152084	1019	985	1027
chr01	8690000	8700000	148146	154351	144456	1005	1045	975
chr01	8700000	8710000	149214	156674	148582	1011	1065	1004
chr01	8710000	8720000	145820	160763	156197	982	1097	1053
chr01	8720000	8730000	156203	154512	151040	1055	1042	1024
chr01	8730000	8740000	151551	152246	153608	1023	1036	1038
chr01	8740000	8750000	152673	150804	153340	1027	1020	1039
chr01	8750000	8760000	168262	144649	143474	1138	984	976
chr01	8760000	8770000	140232	141318	157280	953	959	1062
chr01	8770000	8780000	144856	145696	136198	976	983	919
chr01	8780000	8790000	140730	161709	141030	951	1093	954
chr01	8790000	8800000	145357	155527	149802	985	1055	1014
chr01	8800000	8810000	151452	161272	147903	1023	1090	997
chr01	8810000	8820000	151216	163636	142029	1019	1110	959
chr01	8820000	8830000	149237	140411	143228	1009	949	970
chr01	8830000	8840000	152383	152013	146256	1028	1028	993
chr01	8840000	8850000	145622	146958	147764	982	989	998
chr01	8850000	8860000	147823	152665	144551	1008	1026	979
chr01	8860000	8870000	144521	146975	152853	978	991	1035
chr01	8870000	8880000	145185	144407	149587	987	979	1008
chr01	8880000	8890000	160541	143666	136930	1091	974	930
chr01	8890000	8900000	148748	153380	127165	1006	1044	862
chr01	8900000	8910000	151312	150320	151818	1026	1015	1026
chr01	8910000	8920000	153369	145700	145140	1039	988	985
chr01	8920000	8930000	141093	146782	148422	955	991	1002
chr01	8930000	8940000	148671	149359	155277	1008	1014	1045
chr01	8940000	8950000	140930	150534	133300	952	1017	903
chr01	8950000	8960000	146138	151467	142035	991	1023	966
chr01	8960000	8970000	146925	159493	132295	998	1081	900
chr01	8970000	8980000	162536	152840	147862	1097	1035	998
chr01	8980000	8990000	146826	155603	147578	989	1053	996
chr01	8990000	9000000	146565	152768	143254	990	1039	973
chr01	9000000	9010000	143611	153595	141891	972	1041	956
chr01	9010000	9020000	164173	148385	148462	1110	1004	1001
chr01	9020000	9030000	152363	151762	150834	1031	1024	1019
chr01	9030000	9040000	161288	154694	142831	1089	1049	965
chr01	9040000	9050000	142354	155359	163837	964	1054	1106
chr01	9050000	9060000	142810	155917	154807	967	1054	1043
chr01	9060000	9070000	142749	164181	150468	969	1113	1015
chr01	9070000	9080000	148457	154029	143698	1007	1042	971
chr01	9080000	9090000	145973	144594	149948	993	978	1019
chr01	9090000	9100000	153629	162104	154857	1038	1094	1055
chr01	9100000	9110000	144808	157647	133051	977	1065	902
chr01	9110000	9120000	149705	162000	132302	1011	1094	893
chr01	9120000	9130000	144638	159292	148069	980	1082	1009
chr01	9130000	9140000	133127	156072	145511	905	1049	988
chr01	9140000	9150000	142453	146207	140635	963	983	950
chr01	9150000	9160000	151173	142900	136813	1024	966	921
chr01	9160000	9170000	147705	155332	148455	1000	1052	1006
chr01	9170000	9180000	146564	152251	155257	992	1032	1045
chr01	9180000	9190000	148596	150661	146516	1003	1020	988
chr01	9190000	9200000	138720	164295	147489	939	1107	992
chr01	9200000	9210000	134072	144424	144660	904	974	976
chr01	9210000	9220000	145785	153123	139891	983	1034	944
chr01	9220000	9230000	137210	152214	153537	926	1032	1036
chr01	9230000	9240000	159835	145831	140134	1078	990	949
chr01	9240000	9250000	142650	151131	157208	963	1027	1062
chr01	9250000	9260000	147781	150246	154781	1002	1017	1042
chr01	9260000	9270000	144371	138204	144407	975	937	984
chr01	9270000	9280000	139809	143784	157831	948	976	1066
chr01	9280000	9290000	153918	153677	140740	1047	1032	954
chr01	9290000	9300000	146882	154609	153427	996	1045	1044
chr01	9300000	9310000	145469	160244	155285	986	1087	1054
chr01	9310000	9320000	144710	137347	148786	982	933	1008
chr01	9320000	9330000	142389	149148	153216	960	1009	1037
chr01	9330000	9340000	150920	146809	147112	1022	992	997
chr01	9340000	9350000	140002	148653	136071	954	1008	923
chr01	9350000	9360000	151847	175864	144396	1030	1185	974
chr01	9360000	9370000	142275	152528	154037	961	1031	1043
chr01	9370000	9380000	157538	161020	144505	1066	1089	979
chr01	9380000	9390000	147958	150047	155312	1004	1018	1050
chr01	9390000	9400000	140874	146820	156194	951	998	1059
chr01	9400000	9410000	145303	143024	154833	982	968	1049
chr01	9410000	9420000	135218	148431	144606	914	1002	982
chr01	9420000	9430000	142744	151782	142090	968	1031	959
chr01	9430000	9440000	130597	164432	133927	885	1107	905
chr01	9440000	9450000	152694	147620	156539	1036	1002	1060
chr01	9450000	9460000	145665	154068	144318	989	1042	980
chr01	9460000	9470000	138256	142406	144559	939	962	980
chr01	9470000	9480000	142878	144969	147869	967	982	1001
chr01	9480000	9490000	143856	155818	155474	972	1050	1052
chr01	9490000	9500000	136865	149478	151624	931	1006	1026
chr01	9500000	9510000	144334	149606	143650	975	1017	975
chr01	9510000	9520000	151870	161010	151459	1025	1085	1026
chr01	9520000	9530000	144206	147196	144796	970	991	976
chr01	9530000	9540000	139869	157062	138283	946	1064	934
chr01	9540000	9550000	139269	152679	148296	941	1033	1005
chr01	9550000	9560000	136448	150452	144221	924	1019	976
chr01	9560000	9570000	131923	145137	142107	896	979	960
chr01	9570000	9580000	146868	160635	155801	993	1085	1051
chr01	9580000	9590000	155841	141668	150182	1056	961	1014
chr01	9590000	9600000	139074	152933	146360	944	1027	989
chr01	9600000	9610000	139180	152609	149211	940	1030	1007
chr01	9610000	9620000	149988	161058	150710	1020	1092	1023
chr01	9620000	9630000	143968	156098	145211	982	1056	986
chr01	9630000	9640000	136852	145910	151715	931	987	1030
chr01	9640000	9650000	148821	154465	137550	1011	1047	935
chr01	9650000	9660000	143890	164088	145771	971	1107	986
chr01	9660000	9670000	152705	148722	150856	1035	1004	1020
chr01	9670000	9680000	129532	142948	154536	874	968	1050
chr01	9680000	9690000	153817	156111	144558	1041	1057	983
chr01	9690000	9700000	148228	158976	142960	1003	1075	969
chr01	9700000	9710000	158705	159259	150973	1074	1079	1018
chr01	9710000	9720000	148194	158391	148833	1002	1072	1004
chr01	9720000	9730000	150937	164678	153543	1019	1115	1036
chr01	9730000	9740000	153990	150310	150544	1045	1017	1019
chr01	9740000	9750000	147141	164302	151690	995	1110	1034
chr01	9750000	9760000	150248	158597	161325	1018	1070	1089
chr01	9760000	9770000	146818	143377	144022	994	976	974
chr01	9770000	9780000	147833	156727	142170	1002	1060	962
chr01	9780000	9790000	135497	144160	141075	915	976	954
chr01	9790000	9800000	152834	149900	138612	1031	1016	938
chr01	9800000	9810000	143545	148951	147657	972	1008	995
chr01	9810000	9820000	144049	151748	144776	978	1026	983
chr01	9820000	9830000	156021	161524	155236	1058	1096	1051
chr01	9830000	9840000	139911	151888	131807	946	1028	890
chr01	9840000	9850000	151994	156436	149672	1029	1065	1011
chr01	9850000	9860000	155807	159167	148999	1054	1078	1005
chr01	9860000	9870000	147842	140709	137595	999	953	929
chr01	9870000	9880000	154932	150332	143095	1047	1015	964
chr01	9880000	9890000	144992	148605	138413	978	1003	940
chr01	9890000	9900000	139328	157314	149708	940	1062	1011
chr01	9900000	9910000	160856	147393	144443	1091	996	975
chr01	9910000	9920000	137357	150863	140361	938	1020	946
chr01	9920000	9930000	147169	151564	154843	993	1021	1046
chr01	9930000	9940000	156511	148057	152924	1056	1005	1035
chr01	9940000	9950000	141121	165491	148566	955	1122	1006
chr01	9950000	9960000	148967	152864	145896	1007	1035	990
chr01	9960000	9970000	149599	161567	141474	1014	1093	963
chr01	9970000	9980000	149003	150336	153053	1010	1016	1034
chr01	9980000	9990000	139781	151287	165119	947	1024	1115
chr01	9990000	10000000	145826	133344	132998	993	903	901
chr01	10000000	10010000	141086	160590	149020	952	1086	1005
chr01	10010000	10020000	154555	156036	141220	1046	1057	953
chr01	10020000	10030000	145952	136106	140472	989	923	952
chr01	10030000	10040000	149886	148439	153992	1014	999	1038
chr01	10040000	10050000	147322	146327	145485	993	992	984
chr01	10050000	10060000	130592	147825	154612	884	1007	1040
chr01	10060000	10070000	147963	161915	142587	1000	1094	962
chr01	10070000	10080000	157533	149452	145408	1062	1012	985
chr01	10080000	10090000	150350	154198	141147	1022	1048	955
chr01	10090000	10100000	152734	153342	145195	1036	1039	980
chr01	10100000	10110000	145246	154687	151300	985	1044	1021
chr01	10110000	10120000	147511	151293	155613	1003	1023	1054
chr01	10120000	10130000	148867	149309	152193	1004	1013	1027
chr01	10130000	10140000	150403	150253	138454	1014	1019	935
chr01	10140000	10150000	155623	150528	141739	1049	1024	958
chr01	10150000	10160000	146535	156930	135861	993	1061	921
chr01	10160000	10170000	149692	144542	153422	1012	984	1038
chr01	10170000	10180000	158683	148750	145719	1076	1012	983
chr01	10180000	10190000	153340	156864	152577	1040	1060	1031
chr01	10190000	10200000	143316	150640	143299	976	1019	976
chr01	10200000	10210000	143039	151233	145834	968	1025	990
chr01	10210000	10220000	145326	136917	152611	984	927	1037
chr01	10220000	10230000	156975	141835	154834	1058	960	1046
chr01	10230000	10240000	146840	161189	145461	1001	1091	985
chr01	10240000	10250000	143245	149004	146479	970	1013	995
chr01	10250000	10260000	151835	151974	148270	1025	1032	998
chr01	10260000	10270000	140876	154058	141783	954	1040	959
chr01	10270000	10280000	146692	148897	147768	994	1002	997
chr01	10280000	10290000	151562	146746	147162	1024	993	997
chr01	10290000	10300000	159089	156218	156514	1076	1062	1057
chr01	10300000	10310000	145618	159057	152194	989	1074	1035
chr01	10310000	10320000	148798	156474	141506	1006	1056	962
chr01	10320000	10330000	148645	151666	146459	1011	1029	989
chr01	10330000	10340000	147580	153732	145642	998	1043	983
chr01	10340000	10350000	139444	153807	149502	942	1042	1012
chr01	10350000	10360000	146627	158748	159452	994	1075	1077
chr01	10360000	10370000	143333	149728	157384	970	1012	1064
chr01	10370000	10380000	152396	152306	155372	1032	1027	1059
chr01	10380000	10390000	145417	151046	158283	983	1019	1082
chr01	10390000	10400000	151159	155966	152154	1022	1060	1034
chr01	10400000	10410000	139990	136366	149722	947	929	1013
chr01	10410000	10420000	152501	145950	152471	1032	984	1029
chr01	10420000	10430000	155070	161161	146004	1046	1096	985
chr01	10430000	10440000	154603	157385	149614	1050	1071	1012
chr01	10440000	10450000	153260	166461	153729	1034	1127	1039
chr01	10450000	10460000	150295	141684	151653	1011	967	1027
chr01	10460000	10470000	150575	157691	146836	1015	1070	992
chr01	10470000	10480000	155231	165705	154143	1044	1117	1047
chr01	10480000	10490000	156503	152946	154566	1057	1036	1046
chr01	10490000	10500000	151059	158129	157677	1019	1074	1067
chr01	10500000	10510000	135589	152409	142030	916	1037	964
chr01	10510000	10520000	145774	149976	146490	987	1011	995
chr01	10520000	10530000	140509	158230	145719	947	1067	983
chr01	10530000	10540000	145146	153955	157742	983	1044	1065
chr01	10540000	10550000	140461	141636	142493	956	958	966
chr01	10550000	10560000	146684	144974	149826	992	982	1011
chr01	10560000	10570000	139247	152903	144568	942	1036	976
chr01	10570000	10580000	148266	149210	141481	1003	1011	954
chr01	10580000	10590000	145407	153318	142305	980	1038	966
chr01	10590000	10600000	144567	146754	136687	977	991	935
chr01	10600000	10610000	143871	149437	152095	978	1017	1028
chr01	10610000	10620000	154675	162760	151172	1044	1102	1024
chr01	10620000	10630000	141848	146392	146300	960	994	991
chr01	10630000	10640000	150466	154687	151738	1014	1047	1030
chr01	10640000	10650000	135123	157205	136955	916	1061	924
chr01	10650000	10660000	152112	145970	155449	1031	988	1048
chr01	10660000	10670000	147703	154222	157763	999	1044	1069
chr01	10670000	10680000	145140	151730	145612	982	1032	982
chr01	10680000	10690000	148412	139325	144093	1004	944	976
chr01	10690000	10700000	139454	158179	145004	946	1078	983
chr01	10700000	10710000	150013	163892	145506	1020	1105	984
chr01	10710000	10720000	145014	150694	132280	978	1014	891
chr01	10720000	10730000	152052	142068	151684	1028	965	1023
chr01	10730000	10740000	147158	154151	142504	995	1047	965
chr01	10740000	10750000	150967	153186	156745	1016	1032	1060
chr01	10750000	10760000	152840	154540	141980	1032	1045	956
chr01	10760000	10770000	149218	150892	137478	1004	1025	928
chr01	10770000	10780000	152326	157273	140325	1032	1069	948
chr01	10780000	10790000	161023	152398	148176	1090	1038	1000
chr01	10790000	10800000	159656	151104	146122	1083	1020	988
chr01	10800000	10810000	140922	143835	144556	956	972	975
chr01	10810000	10820000	143567	152407	152207	975	1030	1026
chr01	10820000	10830000	159077	141871	133551	1074	959	900
chr01	10830000	10840000	133972	154854	146785	909	1044	994
chr01	10840000	10850000	144040	154309	158627	978	1044	1069
chr01	10850000	10860000	143666	155268	138761	980	1055	939
chr01	10860000	10870000	151448	147815	149682	1023	1002	1011
chr01	10870000	10880000	141198	157656	154838	952	1066	1046
chr01	10880000	10890000	143883	156870	149922	982	1058	1015
chr01	10890000	10900000	148668	153832	154543	1007	1042	1045
chr01	10900000	10910000	153941	146752	141183	1038	991	956
chr01	10910000	10920000	145397	148125	150073	987	1002	1015
chr01	10920000	10930000	148167	150943	147972	1006	1025	1003
chr01	10930000	10940000	150340	145569	150777	1019	991	1023
chr01	10940000	10950000	153686	161839	147105	1040	1095	991
chr01	10950000	10960000	152877	152926	140726	1034	1037	950
chr01	10960000	10970000	150755	141290	151196	1020	953	1021
chr01	10970000	10980000	136919	140445	133797	928	947	906
chr01	10980000	10990000	159421	159717	149647	1079	1077	1008
chr01	10990000	11000000	156141	152180	148734	1057	1021	1014
chr01	11000000	11010000	150373	160422	147288	1019	1089	998
chr01	11010000	11020000	144346	146010	135508	976	989	918
chr01	11020000	11030000	140471	157399	156688	951	1063	1055
chr01	11030000	11040000	137251	153296	147689	931	1038	999
chr01	11040000	11050000	143994	156904	143584	977	1064	973
chr01	11050000	11060000	140912	161369	150472	953	1098	1017
chr01	11060000	11070000	149137	148848	148244	1005	1010	1000
chr01	11070000	11080000	137427	142898	148789	929	972	1003
chr01	11080000	11090000	143832	156337	153635	972	1055	1035
chr01	11090000	11100000	147927	152887	128313	1003	1034	871
chr01	11100000	11110000	147308	138205	150043	998	943	1017
chr01	11110000	11120000	147404	150651	151898	995	1023	1028
chr01	11120000	11130000	142444	157084	152499	959	1069	1030
chr01	11130000	11140000	138916	158140	142584	941	1071	964
chr01	11140000	11150000	149703	151912	146860	1015	1032	997
chr01	11150000	11160000	131153	154098	145041	885	1043	980
chr01	11160000	11170000	138884	162301	145460	943	1096	984
chr01	11170000	11180000	149645	154172	164105	1010	1042	1113
chr01	11180000	11190000	147795	148367	141705	997	1005	964
chr01	11190000	11200000	151025	154315	141893	1024	1044	965
chr01	11200000	11210000	147154	155469	149592	993	1051	1010
chr01	11210000	11220000	142133	153288	156094	964	1041	1051
chr01	11220000	11230000	146603	150929	144124	990	1019	973
chr01	11230000	11240000	144897	143546	142823	981	966	962
chr01	11240000	11250000	146351	149238	138977	986	1009	944
chr01	11250000	11260000	163562	151915	139765	1106	1031	949
chr01	11260000	11270000	141449	153997	144411	955	1041	976
chr01	11270000	11280000	140082	168127	149284	947	1134	1008
chr01	11280000	11290000	145565	151202	146074	984	1025	984
chr01	11290000	11300000	144414	157785	143770	983	1070	975
chr01	11300000	11310000	141822	147905	141380	967	1003	954
chr01	11310000	11320000	147324	155633	148129	1004	1056	999
chr01	11320000	11330000	144580	149648	142692	983	1015	967
chr01	11330000	11340000	139213	162166	140504	938	1095	952
chr01	11340000	11350000	147934	147115	144737	1000	997	984
chr01	11350000	11360000	138235	153440	153222	934	1040	1033
chr01	11360000	11370000	146327	162383	143952	993	1097	975
chr01	11370000	11380000	158724	157707	151885	1072	1067	1029
chr01	11380000	11390000	152129	156688	146516	1026	1059	987
chr01	11390000	11400000	146615	165062	140650	995	1114	952
chr01	11400000	11410000	147397	152605	150312	1000	1031	1022
chr01	11410000	11420000	150338	168291	139605	1012	1137	948
chr01	11420000	11430000	146419	151376	151186	987	1023	1022
chr01	11430000	11440000	150897	147257	154495	1019	993	1041
chr01	11440000	11450000	158521	157042	144195	1072	1063	971
chr01	11450000	11460000	144071	154274	153585	972	1046	1040
chr01	11460000	11470000	153450	152444	146666	1038	1031	990
chr01	11470000	11480000	151187	158158	138312	1022	1070	936
chr01	11480000	11490000	144149	162943	140687	980	1102	953
chr01	11490000	11500000	153562	166521	152060	1038	1124	1022
chr01	11500000	11510000	149242	148756	133144	1013	1007	906
chr01	11510000	11520000	143863	149251	148310	984	1010	1002
chr01	11520000	11530000	155965	159317	150677	1058	1076	1014
chr01	11530000	11540000	152223	160587	152883	1029	1084	1032
chr01	11540000	11550000	137113	153427	150587	932	1039	1020
chr01	11550000	11560000	146119	151050	146091	993	1021	994
chr01	11560000	11570000	156211	160630	150636	1058	1086	1015
chr01	11570000	11580000	142064	144334	148369	965	974	1003
chr01	11580000	11590000	161351	143331	147215	1093	970	995
chr01	11590000	11600000	152482	152246	150367	1029	1025	1021
chr01	11600000	11610000	156756	150414	140243	1060	1014	954
chr01	11610000	11620000	158949	155934	150254	1075	1052	1020
chr01	11620000	11630000	149050	146587	150397	1006	997	1021
chr01	11630000	11640000	148130	149326	149508	1004	1013	1016
chr01	11640000	11650000	156091	160943	149825	1058	1092	1013
chr01	11650000	11660000	150484	153909	156110	1016	1040	1055
chr01	11660000	11670000	152467	156897	147968	1029	1059	1002
chr01	11670000	11680000	142060	155936	153112	964	1057	1034
chr01	11680000	11690000	147816	141633	135883	999	963	919
chr01	11690000	11700000	148156	158406	138522	1006	1068	936
chr01	11700000	11710000	153637	153896	152495	1042	1041	1036
chr01	11710000	11720000	154651	148857	161209	1043	1010	1088
chr01	11720000	11730000	142808	149505	149857	970	1013	1015
chr01	11730000	11740000	137244	153963	143608	929	1037	975
chr01	11740000	11750000	156470	154438	150344	1065	1041	1017
chr01	11750000	11760000	143238	151496	156686	972	1028	1059
chr01	11760000	11770000	145589	134525	143450	982	909	970
chr01	11770000	11780000	140969	153264	150253	952	1035	1010
chr01	11780000	11790000	147122	159887	147707	995	1080	1000
chr01	11790000	11800000	143411	152976	149302	966	1040	1016
chr01	11800000	11810000	150564	158357	153575	1021	1071	1039
chr01	11810000	11820000	150682	153279	146786	1021	1033	987
chr01	11820000	11830000	151708	145740	150862	1029	987	1021
chr01	11830000	11840000	148733	161560	147750	1006	1092	1001
chr01	11840000	11850000	152442	143263	152126	1034	965	1027
chr01	11850000	11860000	155232	170735	145634	1055	1154	990
chr01	11860000	11870000	146309	142252	150601	989	967	1015
chr01	11870000	11880000	158108	153715	138898	1069	1041	938
chr01	11880000	11890000	152862	152834	145206	1031	1036	980
chr01	11890000	11900000	142344	153354	150947	962	1043	1019
chr01	11900000	11910000	150723	138718	140356	1019	941	949
chr01	11910000	11920000	149390	158703	146074	1016	1073	987
chr01	11920000	11930000	141841	164023	140050	960	1111	945
chr01	11930000	11940000	143401	144077	143409	972	976	969
chr01	11940000	11950000	144608	144127	147291	985	972	996
chr01	11950000	11960000	156879	159157	138528	1062	1075	938
chr01	11960000	11970000	140641	140534	137397	954	953	928
chr01	11970000	11980000	154437	155231	146336	1043	1053	987
chr01	11980000	11990000	145362	156274	151117	980	1063	1021
chr01	11990000	12000000	138342	144788	136442	935	980	924
chr01	12000000	12010000	150607	162000	139518	1018	1095	950
chr01	12010000	12020000	143093	156747	154457	972	1062	1047
chr01	12020000	12030000	148652	147760	139325	1006	999	943
chr01	12030000	12040000	144509	159696	139955	977	1083	943
chr01	12040000	12050000	144091	149590	135422	972	1014	913
chr01	12050000	12060000	144525	149287	140169	978	1011	949
chr01	12060000	12070000	145150	145871	146734	979	988	991
chr01	12070000	12080000	150035	160740	152969	1011	1083	1035
chr01	12080000	12090000	153612	155893	151551	1041	1055	1027
chr01	12090000	12100000	138828	158432	146388	939	1075	994
chr01	12100000	12110000	151016	150618	144262	1019	1016	978
chr01	12110000	12120000	154494	143148	144945	1046	967	988
chr01	12120000	12130000	153379	136150	156009	1040	916	1059
chr01	12130000	12140000	149950	155263	149032	1014	1046	1008
chr01	12140000	12150000	138689	152021	132341	940	1027	895
chr01	12150000	12160000	155250	159747	150277	1051	1079	1016
chr01	12160000	12170000	147185	152659	139469	998	1033	944
chr01	12170000	12180000	149728	160757	145687	1018	1088	988
chr01	12180000	12190000	150704	156640	162771	1022	1059	1098
chr01	12190000	12200000	141256	140717	153755	957	953	1045
chr01	12200000	12210000	164855	155753	147297	1115	1056	1001
chr01	12210000	12220000	145652	148395	149220	989	1003	1014
chr01	12220000	12230000	155587	147514	150707	1057	995	1028
chr01	12230000	12240000	157341	150041	152770	1065	1013	1041
chr01	12240000	12250000	146936	148112	142508	996	1006	967
chr01	12250000	12260000	154491	158976	144867	1041	1081	980
chr01	12260000	12270000	137616	143878	148248	930	974	1000
chr01	12270000	12280000	139197	160862	151079	944	1083	1020
chr01	12280000	12290000	143878	162171	142467	975	1091	966
chr01	12290000	12300000	154613	156341	142225	1050	1056	969
chr01	12300000	12310000	143046	149839	157687	970	1014	1071
chr01	12310000	12320000	146599	148235	157739	994	1004	1066
chr01	12320000	12330000	161031	164450	139002	1089	1113	941
chr01	12330000	12340000	158893	159648	158996	1074	1082	1078
chr01	12340000	12350000	149791	145869	134640	1016	990	911
chr01	12350000	12360000	147318	152030	155657	1000	1030	1052
chr01	12360000	12370000	141663	153591	148914	959	1038	1006
chr01	12370000	12380000	148813	152868	140763	1010	1035	956
chr01	12380000	12390000	151329	146725	147174	1023	995	1001
chr01	12390000	12400000	150944	151077	155831	1028	1019	1055
chr01	12400000	12410000	151598	146137	142246	1029	987	963
chr01	12410000	12420000	141630	147462	148770	963	996	1009
chr01	12420000	12430000	156592	146093	151254	1057	990	1021
chr01	12430000	12440000	154319	148763	138918	1047	1007	940
chr01	12440000	12450000	154284	149092	143673	1044	1006	974
chr01	12450000	12460000	148266	152107	150818	1003	1028	1018
chr01	12460000	12470000	150770	150897	146822	1017	1021	998
chr01	12470000	12480000	151842	157825	152805	1032	1065	1036
chr01	12480000	12490000	164401	162684	145693	1113	1097	987
chr01	12490000	12500000	141451	157082	159643	958	1068	1075
chr01	12500000	12510000	135907	151636	152092	920	1032	1028
chr01	12510000	12520000	152176	157603	151020	1029	1066	1024
chr01	12520000	12530000	143258	142153	161737	969	965	1101
chr01	12530000	12540000	134716	158729	143444	909	1074	972
chr01	12540000	12550000	148587	151807	134909	1000	1028	913
chr01	12550000	12560000	145927	140537	150913	986	949	1022
chr01	12560000	12570000	149204	151631	140627	1008	1022	954
chr01	12570000	12580000	141198	165171	160496	955	1115	1086
chr01	12580000	12590000	139304	153207	154177	950	1040	1044
chr01	12590000	12600000	158021	142115	156654	1069	966	1060
chr01	12600000	12610000	146106	159168	137596	988	1077	934
chr01	12610000	12620000	139252	145789	136874	940	990	924
chr01	12620000	12630000	145084	146505	145999	980	993	985
chr01	12630000	12640000	153343	147604	149636	1037	1001	1013
chr01	12640000	12650000	160875	149601	150999	1086	1010	1024
chr01	12650000	12660000	137288	161120	148969	931	1094	1012
chr01	12660000	12670000	140661	156863	154250	952	1065	1049
chr01	12670000	12680000	141749	153428	135041	957	1037	920
chr01	12680000	12690000	147864	158617	152969	1012	1073	1035
chr01	12690000	12700000	146409	139572	150406	999	947	1021
chr01	12700000	12710000	137225	154392	141655	925	1040	961
chr01	12710000	12720000	144481	158776	142499	978	1077	964
chr01	12720000	12730000	142622	147609	151776	968	996	1025
chr01	12730000	12740000	156617	145043	146953	1056	978	998
chr01	12740000	12750000	141510	149562	141080	958	1011	952
chr01	12750000	12760000	150680	155844	148869	1014	1052	1003
chr01	12760000	12770000	146480	150195	155108	992	1018	1052
chr01	12770000	12780000	147549	145682	149701	1000	986	1013
chr01	12780000	12790000	135067	155243	148580	917	1055	1005
chr01	12790000	12800000	138367	143272	147222	936	975	995
chr01	12800000	12810000	144751	151544	152508	979	1018	1035
chr01	12810000	12820000	146588	144736	144283	997	980	974
chr01	12820000	12830000	147760	157351	136208	999	1063	924
chr01	12830000	12840000	146194	144523	138288	987	979	940
chr01	12840000	12850000	140577	153108	154044	952	1032	1048
chr01	12850000	12860000	146473	154970	153394	993	1048	1042
chr01	12860000	12870000	144428	155830	142348	977	1054	967
chr01	12870000	12880000	142776	152200	147113	965	1030	998
chr01	12880000	12890000	136505	162471	147608	922	1102	999
chr01	12890000	12900000	150410	150582	153103	1018	1018	1044
chr01	12900000	12910000	140187	148145	147719	951	1005	1004
chr01	12910000	12920000	161381	150273	154149	1092	1018	1039
chr01	12920000	12930000	162548	144566	135767	1108	979	919
chr01	12930000	12940000	149362	153957	146457	1020	1040	993
chr01	12940000	12950000	154366	145444	146221	1044	986	987
chr01	12950000	12960000	145590	155098	143750	987	1048	973
chr01	12960000	12970000	154666	155885	135579	1048	1054	925
chr01	12970000	12980000	149174	150111	144134	1017	1019	973
chr01	12980000	12990000	153008	150869	140232	1038	1022	953
chr01	12990000	13000000	156101	148103	147008	1052	1003	995
chr01	13000000	13010000	142252	153848	140694	962	1036	954
chr01	13010000	13020000	147609	134898	144257	994	912	984
chr01	13020000	13030000	148853	160676	153063	1002	1085	1036
chr01	13030000	13040000	139804	144873	143241	950	981	974
chr01	13040000	13050000	148348	146960	150064	1003	1000	1020
chr01	13050000	13060000	151771	147657	140567	1025	998	953
chr01	13060000	13070000	142206	143907	142515	962	971	964
chr01	13070000	13080000	145420	151341	147636	983	1018	999
chr01	13080000	13090000	151439	167715	151077	1031	1129	1025
chr01	13090000	13100000	151553	141252	148960	1028	954	1008
chr01	13100000	13110000	134100	141868	143205	910	964	969
chr01	13110000	13120000	152580	150233	154547	1028	1019	1047
chr01	13120000	13130000	138290	158198	161233	929	1069	1091
chr01	13130000	13140000	144629	145817	153172	981	987	1038
chr01	13140000	13150000	136258	159373	142641	921	1076	969
chr01	13150000	13160000	149140	145375	148929	1011	980	1001
chr01	13160000	13170000	146282	151776	142922	988	1028	968
chr01	13170000	13180000	142465	161487	146104	965	1092	986
chr01	13180000	13190000	145883	154401	148588	988	1044	1009
chr01	13190000	13200000	157926	142648	146840	1071	968	999
chr01	13200000	13210000	157429	157094	146484	1060	1060	992
chr01	13210000	13220000	141581	169641	147641	962	1149	999
chr01	13220000	13230000	153684	149659	151066	1038	1015	1017
chr01	13230000	13240000	153294	151678	145056	1040	1028	986
chr01	13240000	13250000	146071	162935	146355	989	1101	995
chr01	13250000	13260000	147082	159087	147910	991	1073	1003
chr01	13260000	13270000	160224	157395	143483	1080	1066	969
chr01	13270000	13280000	151423	156077	156744	1024	1054	1059
